Heart disease_number,COPD_number,CKD_number,anycondition_number,60-69,High school diploma only 2014-18,Population Aged 60+,70-79,diabetes_number,Obesity_number,county_pop2018_18 and older,TOT_POP,POP_ESTIMATE_2018,50-59,Total Population,Some college or associate's degree 2014-18,Civilian_labor_force_2018,Employed_2018,80+,40-49,White-alone pop,19-Oct,0-9,20-29,30-39,Unemployed_2018,Family Medicine/General Practice Primary Care (2019),POVALL_2018,Total nurse practitioners (2019),Total Specialist Physicians (2019),Bachelor's degree or higher 2014-18,Total physician assistants (2019),Internal Medicine Primary Care (2019),Less than a high school diploma 2014-18,Total Hospitals (2019),ICU Beds_x,GQ_ESTIMATES_2018,Two or more races pop,Black-alone pop,Asian-alone pop,Native American/American Indian-alone pop,N_POP_CHG_2018,Hawaiian/Pacific Islander-alone pop,% Asian-alone,Percent of adults with a bachelor's degree or higher 2014-18,Obesity_Upper 95% CI,Heart disease_prevalence,Heart disease_Upper 95% CI,Percent of adults with a high school diploma only 2014-18,Urban_rural_code
15928,15750,6795,85577,34378,59511,62613,20960,26509,63143,209082,265429,265429,39557,272926,50832,118969,111968,11545,31952,188817,33018,30055,33809,30155,7001,80.68475257,33167,164.3787961,466.8274385,50736,55.47821613,210.6503695,24304,2.443186747,64,6037,7137,45468,22037,1755,-899,215,8.302408554,27.4,31.2,7.6,8.3,32.1,3
43823,38773,19576,219583,110959,153824,211672,67297,73191,160957,738337,936692,936692,139575,937920,133974,472001,455773,45285,128380,684147,116666,103166,107083,118281,16228,284.7343819,63403,580.0884731,1647.421823,316107,195.781174,743.3796456,50921,8.621942141,147,10436,20497,68264,158538,4398,3123,848,16.92530736,48.3,22.9,5.9,6.5,23.5,2
22505,21863,9726,149031,53823,88538,98530,32309,36735,107936,352732,445384,445384,68632,449192,87027,227445,218877,19432,57329,325718,54435,47775,56263,55386,8568,135.3872329,26786,275.8239896,783.3261318,117276,93.09122144,353.4666679,20101,4.099613404,82,11736,13073,80933,23781,1488,188,391,5.339437429,37.5,31.9,6.4,7.0,28.3,2
25870,26160,11719,153794,57979,104485,104370,33720,46978,114852,391988,507078,507078,70385,510996,92295,249945,238357,20165,63853,350655,63607,62905,66237,68227,11588,154.1408925,64417,314.0307622,891.831427,110463,105.9860938,402.4284011,40216,4.667486406,199,7497,12792,109413,30428,3235,735,555,6.000654732,31.8,30.6,6.6,7.2,30.1,2
6716,6437,2631,33175,15681,22758,31925,10965,9312,23972,76345,92560,92560,13720,94549,18982,45785,41945,5933,8992,84929,9200,8822,10196,9051,3840,28.13626506,9325,57.32192553,162.7913593,21980,19.34627974,73.45767872,6156,0.851984392,16,2601,1794,4514,935,316,-624,72,1.010155575,31.5,33.1,8.8,9.8,32.6,4
9243,9704,4018,54441,16206,40015,30141,10001,15390,45716,114865,150972,150972,19465,154952,25708,64289,60128,5801,19335,108503,19545,19924,19939,20756,4161,45.89226673,21430,93.49617265,265.5243852,15244,31.55517011,119.8147436,22944,1.389647663,36,9974,4562,32994,2243,2466,-776,204,1.485705959,14.7,40.8,8.0,8.7,38.5,4
39828,38345,19711,247681,80622,149777,146732,45132,79216,184459,610790,799767,799767,107610,800401,121387,364346,345495,28261,111706,392000,102677,105567,107348,110844,18851,243.1121035,116246,495.2915343,1406.60282,185092,167.162015,634.7129142,75835,7.361592498,267,23476,19359,335030,46356,5956,3859,1066,5.79618814,34.8,31.3,6.5,7.0,28.1,1
13997,14891,6062,102106,35155,65856,60833,20006,23118,79105,227968,291408,291408,43575,291372,55882,147175,140940,10611,38441,242119,38160,32387,37144,35929,6235,88.58181426,21869,180.4674554,512.5184143,63633,60.9081751,231.2678829,14261,2.682314908,14,4239,6532,32708,9032,810,558,207,3.09943447,31.9,36.3,6.1,6.8,33.0,2
29169,25934,14524,160832,59441,122015,109974,33718,59570,129082,537840,676061,676061,78978,679756,83820,357639,343787,20190,88692,437643,66068,84979,111584,132411,13852,205.508119,95704,418.6810533,1189.032942,194212,141.3058041,536.5370757,75223,6.222919407,105,9477,18193,100352,111027,7526,3139,1320,16.4226305,40.9,25.1,5.4,5.8,25.7,1
6220,5827,2641,34804,18024,18755,30279,9937,9137,28575,100617,124714,124714,22590,125717,19362,63020,60971,5430,15872,113544,15937,11185,13618,12121,2049,37.91039499,5317,77.23473012,219.3427137,45980,26.06689641,98.97580967,4335,1.147951399,12,3682,1799,3601,5246,259,86,265,4.206424299,52.0,30.1,6.2,6.9,21.2,2
17650,17022,8158,111806,40592,60605,75299,23122,32972,88790,291116,369811,369811,51694,373362,53403,196494,189277,14922,49118,235294,49497,42440,52794,45632,7217,112.4146534,38279,229.0220246,650.4109266,103968,77.29545222,293.4902509,29717,3.403988766,92,20371,9020,79472,42984,2235,1209,806,11.62323457,42.0,31.7,6.1,6.6,24.5,3
36449,33095,16736,236041,91799,146032,164627,52255,72495,166920,649495,829685,829685,113956,837288,121282,435053,419262,31660,112365,499978,106282,97458,109088,114822,15791,252.2065371,65823,513.8195957,1459.221574,242021,173.4152777,658.4565057,57848,7.636977859,185,23360,18160,97378,207895,5315,2001,959,25.05709998,42.7,26.6,5.6,6.1,25.7,2
30634,29527,13401,180828,80788,104602,142622,45891,48296,144931,489631,621354,621354,101272,627551,105350,323106,311236,28074,79773,525612,80938,65789,71705,67124,11870,188.8783582,41380,384.8012934,1092.816144,195373,129.8713084,493.1203814,29723,5.719359445,152,6782,11396,46982,35218,1730,-973,416,5.667944521,44.9,31.0,6.3,6.9,24.0,2
21949,19702,9826,120952,58785,69634,110520,36193,33899,99816,389906,494228,494228,79450,498847,70935,252984,244696,22610,66031,411403,64763,52148,56554,57694,8288,150.2347667,22980,306.0728242,869.2312869,184984,103.3002717,392.2303548,19588,4.549206378,91,8565,9338,18612,53118,1550,3,207,10.74767112,53.6,27.0,5.6,6.3,20.2,2
37986,35523,14890,174724,77349,138021,167321,60702,51657,124871,457404,601651,601651,77680,589699,117036,266971,255456,37827,62510,558385,73814,82239,66900,62630,11515,182.8890666,57366,372.5993282,1058.163182,118698,125.7531175,477.4836415,33410,5.537999802,106,6880,8373,21342,11679,1620,6181,252,1.941158579,29.2,28.7,8.3,9.3,33.9,2
26093,25533,12135,151561,53460,113580,98279,31300,47189,118870,383450,503310,503310,67641,510563,70711,239206,227001,18474,63444,376026,66724,67098,70075,65094,12205,152.9955009,67374,311.6972595,885.2043976,93486,105.1985313,399.4380324,55296,4.632803204,97,10232,14030,75723,28961,7479,-384,1091,5.754107806,28.1,32.1,6.8,7.4,34.1,2
3928,4125,1609,22681,8166,16680,15640,4874,6244,15261,49228,62607,62607,9334,63776,12839,28795,27226,3045,7550,50907,7686,7055,7573,7324,1569,19.03119216,6891,38.77218876,110.1110483,9271,13.08570155,49.68631041,5464,0.576276868,19,1258,1432,9204,660,373,-231,31,1.054195218,20.9,32.4,8.0,8.7,37.7,2
14162,12290,6354,87613,38524,45738,67698,21385,24528,67766,258649,331164,331164,53380,333316,46127,169129,163318,14030,46473,227079,44343,35981,37900,39148,5811,100.66679,16112,205.088139,582.4399061,124687,69.21771158,262.8191305,12158,3.048255827,28,5281,6805,34372,61439,1198,464,271,18.55243927,54.5,27.3,5.5,6.0,20.0,2
7128,7120,2967,38332,19805,31645,32694,10755,10789,29586,112925,140799,140799,24616,143570,28717,72560,69689,4995,18028,131648,17449,13585,16395,15171,2871,42.79989179,7233,87.19608678,247.6324611,35257,29.42887685,111.7412241,5291,1.29600854,10,1694,2341,3531,2823,397,-386,59,2.004985831,34.9,27.7,6.3,7.0,31.4,2
26228,25297,12751,154212,59069,107744,106249,33165,49477,119285,427545,558067,558067,79326,557320,84165,272683,260935,21462,76947,377260,72362,71473,69298,74965,11748,169.6404606,43279,345.6079842,981.5091346,131578,116.6434777,442.8944078,51661,5.136823401,80,6560,12033,132122,31722,4272,2794,658,5.684263717,35.1,28.9,6.1,6.6,28.7,1
5782,5840,2408,31517,13869,23753,24579,8130,8620,27188,84964,105779,105779,17871,107088,20971,55348,53230,5042,13362,94680,13258,10159,12580,11508,2118,32.15455901,7006,65.50838332,186.0404839,24010,22.1092278,83.9485717,6661,0.973660945,20,1975,1812,5739,3129,328,-90,91,2.958054056,31.8,33.7,6.8,7.6,31.5,3
32977,31913,16872,199236,80603,107599,140933,48038,60774,145053,531331,678701,678701,86148,674855,146410,329380,314530,25564,81193,571760,85588,78747,95507,97313,14850,367.6220968,109959,331.0218352,937.3553727,157155,172.3127361,317.094302,51916,13.27974094,138,11913,20829,23386,19454,42255,15,1017,2.86635794,33.9,28.3,6.2,6.7,23.2,3
403,341,159,1450,877,1269,1793,716,544,930,3141,3578,3578,477,3547,852,1117,1045,296,245,3301,278,215,256,218,72,1.938043206,827,1.745092649,4.941583295,656,0.908404393,1.671668986,180,0.070008609,0,106,102,28,10,136,11,1,0.279485746,22.2,31.3,12.8,14.1,42.9,6
3790,3674,1758,22691,7052,11515,13924,4375,6343,16199,47645,64689,64689,7791,65454,13432,27137,25818,2723,7029,59585,10213,8920,8364,8222,1319,35.03914952,11872,31.55067032,89.3421134,7350,16.4236366,30.22319593,9090,1.265731392,24,1782,1171,1526,752,1488,-464,167,1.162485121,17.8,35.1,8.0,8.6,27.8,5
1906,1942,890,11097,3211,5763,5804,1831,3461,8195,20437,26746,26746,3261,27049,6786,8927,8366,1046,3148,13863,3448,3528,3704,3569,561,14.48711671,6910,13.04478703,36.93895662,2433,6.790437085,12.49593591,3154,0.523323159,4,2565,574,384,169,11726,-149,30,0.631870186,13.4,41.1,9.3,9.9,31.8,5
987,869,444,4221,2064,2986,4281,1467,1562,3053,9912,12110,12110,1721,12522,3276,5480,5209,762,1156,11269,1227,1188,1314,1211,271,6.559447521,2315,5.906392393,16.72514637,1870,3.074560424,5.65788469,984,0.236949206,4,408,253,117,100,343,-96,28,0.825763832,20.5,32.1,10.0,10.8,32.8,6
2406,2423,1131,16791,4358,8412,8363,2677,4143,12136,36443,49437,49437,5074,50283,10943,21629,20751,1634,4882,42233,6751,7631,9303,7127,878,26.77782057,8239,24.11183491,68.27754425,6049,12.55136612,23.09734479,5220,0.967304532,8,1492,1580,3527,923,1050,-405,124,1.867022675,19.8,34.4,6.6,7.1,27.5,5
149,136,65,684,280,526,480,211,228,455,1382,1781,1781,234,2016,487,768,733,130,150,1658,224,216,143,193,35,0.96468836,361,0.868644496,2.459742831,130,0.452171108,0.832096832,182,0.034847773,0,9,72,11,5,35,-32,0,0.280741157,9.8,34.3,10.8,11.7,39.7,6
11305,10568,5923,67959,22348,29324,41981,15366,21025,52737,164291,217522,217522,23382,213849,37946,96769,91299,8339,22324,199816,32489,29012,38606,25656,5470,117.8219772,52914,106.0916834,300.4200898,35624,55.22580781,101.6279433,26731,4.256124286,51,4394,4072,5224,2916,5118,1336,376,1.340554059,27.5,33.3,6.9,7.5,22.6,4
2851,2769,1332,20070,6334,13656,11808,3474,5176,15703,42556,57900,57900,6893,56793,11718,31376,30331,2166,6412,53739,8193,8622,7782,8024,1045,31.36185066,8981,28.23948139,79.96581128,5904,14.70000401,27.05132317,5740,1.132895046,12,995,1028,1139,506,1404,695,84,0.873920553,15.9,38.0,6.7,7.2,36.9,5
2014,1715,913,9318,4575,5107,9026,3382,3173,6872,21886,27346,27346,3278,28382,6860,12248,11647,1773,2662,25401,3221,2950,2761,2744,601,14.81210998,5535,13.33742414,37.76761788,5461,6.942768733,12.77626051,2578,0.535063004,6,588,629,342,256,673,-346,45,0.93615154,27.3,32.6,9.2,10.1,25.5,5
260,201,129,1660,527,1412,1149,348,492,1227,3436,4341,4341,533,4426,881,1624,1534,260,457,3927,543,454,567,652,90,2.351326316,915,2.117229511,5.995364193,391,1.102119472,2.028148426,677,0.084937779,0,573,101,112,54,147,-68,0,1.243953006,11.6,37.3,7.6,8.3,42.0,6
66,51,28,274,141,126,259,92,97,178,575,655,655,91,546,118,283,268,87,43,629,42,52,44,63,15,0.354784321,109,0.319462181,0.904621872,93,0.166295382,0.306021013,46,0.012815997,0,0,8,2,2,14,-32,0,0.305343512,24.3,32.7,11.5,12.8,32.9,6
313,279,144,1587,583,1035,1233,400,520,1089,3279,4240,4240,628,4446,961,2190,2106,248,397,4020,527,539,492,426,84,2.296619116,1070,2.06796893,5.855872881,435,1.076476977,1.980960453,640,0.082961572,0,64,59,76,23,54,-65,8,0.54245283,14.2,34.6,9.5,10.3,33.7,6
3228,3218,1526,21850,6169,13575,10775,3289,5718,17980,48859,69611,69611,7768,69505,11537,29873,28642,1985,7943,63562,11346,11414,9729,9968,1231,37.70517765,10813,33.9512701,96.13989791,5470,17.67326389,32.522792,11365,1.362037254,8,2067,1105,2988,480,1392,554,84,0.689546192,13.0,37.9,6.6,7.1,32.4,5
1475,1321,639,6608,3479,4258,6880,2661,2085,4563,15955,19556,19556,2767,19497,4848,8702,8306,1207,1833,18014,2040,1908,1710,1951,396,10.59261401,3166,9.538018963,27.00883256,4290,4.964996173,9.136712882,1240,0.382640682,4,116,331,203,129,848,73,31,0.659644099,29.3,29.9,9.2,10.1,29.1,6
747,609,359,4783,2409,1289,4309,1437,1154,3607,14845,19101,19101,2881,18031,2803,9098,8790,865,2294,16816,2497,2168,1989,2561,308,10.34616078,733,9.316102486,26.38043111,8676,4.849478006,8.924133399,283,0.373737967,6,94,482,294,1235,254,297,20,6.465630072,66.5,25.7,5.0,5.6,9.9,5
1816,1646,821,8930,2715,4983,6445,2440,3001,6558,17723,23963,23963,2673,24319,3770,10107,8904,1275,2329,22279,3274,3567,3109,2581,1203,12.97968959,6364,11.68743856,33.09534949,1895,6.083872125,11.19569701,4885,0.468869844,6,550,422,419,255,546,-185,42,1.06414055,12.2,38.3,10.2,11.0,32.1,5
5117,5998,2449,26349,7094,14797,11923,3799,9489,18701,51519,72290,72290,8449,72849,13210,23810,22111,2083,7965,11996,11526,11321,10766,9287,1699,39.15627261,23092,35.25789481,99.83987042,5088,18.35342469,33.77444131,10825,1.414455663,5,775,1742,472,756,57285,-284,39,1.045787799,11.6,37.5,9.9,10.7,33.7,5
399,294,190,1882,806,1146,1391,563,735,1280,3700,4506,4506,648,4605,1493,2266,2127,299,419,4220,477,420,418,456,139,2.440699466,1053,2.197704717,6.223246039,366,1.144010675,2.105237689,274,0.088166236,0,8,76,49,26,134,-36,1,0.577008433,11.2,36.1,10.8,11.6,34.9,6
3853,3848,1775,22214,7559,11741,14360,5035,6041,15984,51230,66781,66781,7732,65130,16087,24601,23398,2961,6781,55200,8234,8949,10728,8802,1203,36.17229272,13074,32.57099838,92.23137898,8179,16.95476628,31.20059434,7095,1.306664319,10,2321,2015,2696,1016,5668,583,186,1.521390815,19.0,32.2,7.5,8.1,27.2,5
675,632,296,3129,1293,2365,2671,998,1074,2125,6499,8253,8253,1121,8447,1611,3202,3047,460,814,7494,1012,912,801,842,155,4.470282443,1975,4.025223487,11.39823559,940,2.095321815,3.855864768,1018,0.161481568,0,22,226,188,102,224,-57,19,1.235914213,15.8,34.0,10.4,11.3,39.9,6
2546,2172,1304,14031,5327,8328,9932,3326,5134,10101,29885,39006,39006,5176,39455,9727,16670,15802,1776,4413,29999,5067,5003,4471,4447,868,21.12781255,8498,19.0243387,53.8712683,4923,9.903080421,18.22390175,3669,0.763207326,8,425,761,332,299,7528,-185,87,0.766548736,18.5,35.0,8.5,9.2,31.3,5
971,980,457,6323,1841,3236,3425,1109,1551,4797,14191,18743,18743,1896,19313,2841,7875,7533,709,1876,17067,2882,2592,3743,2095,342,10.15224813,3979,9.141495675,25.88599656,2735,4.75858679,8.756873059,2085,0.366733192,0,1078,426,525,267,419,-162,39,1.424531825,25.1,35.0,6.8,7.4,29.7,5
7623,7277,3607,48978,19022,23979,30925,11672,13232,37998,111431,145179,145179,19036,138815,33288,64633,61416,4926,18003,113920,19860,17357,16509,18794,3217,78.63699683,18215,70.807939,200.507021,28771,36.85892715,67.82874,9921,2.840631604,0,761,4312,3869,2411,20378,2555,289,1.660708505,30.0,35.2,6.8,7.5,25.0,3
7170,8235,3396,42375,14218,25023,23922,7854,12569,31184,91989,125043,125043,15253,128221,31215,52537,49508,4513,14046,68303,18614,17549,16140,16856,3029,67.73022266,28486,60.98703749,172.6971492,12385,31.74667705,58.42104668,12887,2.446642404,10,1743,3521,977,797,51359,-1859,86,0.637380741,15.2,34.8,7.8,8.3,30.7,4
1953,1594,985,11029,4116,5121,7333,2724,3766,7477,22522,27591,27591,3862,28203,6274,10939,10289,1280,3028,25063,3401,2655,3575,2950,650,14.94481557,7479,13.45691763,38.10598789,4418,7.004970822,12.89072638,3658,0.539856774,8,1299,588,592,417,881,-191,50,1.511362401,22.7,34.6,8.7,9.5,26.3,5
8763,7800,4299,41312,24959,25183,42681,16729,14186,29044,123068,150056,150056,20950,147514,27521,73974,70909,6799,17234,135957,16383,13745,16163,17094,3065,81.27865047,17972,73.186591,207.2426559,44908,38.09712956,70.10731173,12151,2.936056977,22,2632,3286,1786,2361,6369,439,297,1.573412593,40.9,24.6,7.1,7.8,22.9,4
1138,1017,467,4331,2085,2462,4961,1831,1528,2833,9259,10968,10968,1414,11254,3100,4097,3808,1039,917,10069,867,1008,933,874,289,5.940876995,2739,5.349406422,15.14792777,1771,2.784622521,5.124333549,1322,0.214604367,0,265,374,99,89,332,-122,5,0.811451495,20.5,32.0,12.3,13.6,28.4,6
1171,1121,546,6306,2245,3981,4106,1490,1999,4386,12977,16735,16735,2141,17098,2352,6455,6112,691,1699,13269,2369,2024,2256,1820,343,9.064603985,4767,8.162136805,23.11274355,2323,4.248783542,7.81872009,2291,0.327443844,0,581,412,255,336,2441,-150,22,2.007768151,21.2,35.0,9.0,9.6,36.4,6
2439,2123,1166,10019,5736,6295,10333,3872,4118,6413,27057,32835,32835,4604,32809,8333,14985,14010,1812,3699,28816,3471,2965,3162,3514,975,17.78525676,6955,16.014566,45.34848728,6714,8.336349424,15.34076332,2610,0.642463019,6,470,892,287,353,2447,-27,40,1.075072331,28.0,24.8,9.0,9.8,26.3,5
1134,1087,505,6189,2380,3982,4251,1435,1866,4773,12365,15591,15591,2113,15534,3653,5603,5176,644,1772,14037,1995,1629,1842,1781,427,8.444950149,3763,7.604175376,21.53276276,1694,3.958337867,7.284234533,1540,0.305059873,0,612,435,324,96,657,-2,42,0.61573985,15.6,40.1,9.2,9.9,36.6,3
276,261,122,1476,527,1295,1032,372,436,1093,3342,4118,4118,478,4216,774,1773,1714,252,508,3758,424,416,554,587,59,2.23053715,701,2.008466051,5.687378426,389,1.045502876,1.923961119,616,0.08057447,0,666,102,89,28,139,-70,2,0.679941719,12.7,34.0,8.2,9.0,42.1,6
4573,4305,2207,28249,9623,16718,17086,6094,8305,21018,58545,76456,76456,10373,75845,16932,30234,28584,2805,8802,67861,10510,9392,9793,9064,1650,41.41280922,12908,37.28977183,105.5935417,8710,19.4111141,35.72082839,8685,1.49596932,0,1549,1812,1258,633,4749,462,143,0.827927174,17.1,37.1,7.8,8.4,32.8,3
15887,16768,6779,90308,36637,49310,67673,21401,24367,70965,250758,307117,307117,40274,308580,55746,158835,152991,13667,34148,233072,38145,30776,53582,38487,5844,101.836909,32888,198.1890833,768.6172139,84423,139.7585852,325.6266597,15030,2.608785015,120,17576,8700,43393,20834,911,-600,207,6.783733886,41.3,29.6,6.3,7.0,24.1,3
3087,3499,1182,16954,6289,11052,11338,3766,4343,12779,37040,46430,46430,6106,47400,9978,19461,18365,2127,4817,44368,7063,5001,6431,4830,1096,15.39572113,7161,29.96225913,116.1996804,6102,21.12872654,49.22829349,3023,0.39439656,6,4266,629,666,601,147,-258,19,1.29442171,20.2,35.8,8.3,9.1,36.7,6
78363,80509,43628,470890,131492,255427,243010,77591,174126,339394,1077440,1432132,1432132,178729,1455846,226620,605864,571545,48450,173172,642607,189477,203403,227609,202209,34319,474.8805706,380470,924.1850116,3584.175763,183134,651.7149559,1518.445281,258956,12.16515042,270,44498,52612,624800,64447,41726,-7593,5940,4.500074016,19.8,32.3,7.3,7.7,27.6,1
12070,13342,4864,66969,24159,40079,47891,14882,17066,47947,154669,191659,191659,26044,196124,40084,84592,80477,10791,19467,164864,24949,20112,30431,20824,4115,63.5521972,31406,123.6815986,479.6621698,36474,87.2175447,203.210112,12313,1.628034681,47,10915,5696,11972,8485,514,-1300,128,4.427133607,28.3,32.3,7.8,8.7,31.1,4
5276,6424,2069,29389,10707,20869,19443,6189,8097,22525,59907,76840,76840,11072,78175,15915,34020,32200,3598,8671,70569,10240,8885,9034,8444,1820,25.47937134,12711,49.58647408,192.3063416,10136,34.96729157,81.47107627,6110,0.652712291,0,2598,1668,1178,670,2726,-405,29,0.871941697,19.1,38.9,8.8,9.8,39.4,5
5231,5868,1971,28142,10581,18306,19140,6294,7037,21325,61990,77145,77145,11633,78319,18015,35954,34344,3714,9003,71104,8881,8009,9611,9419,1610,25.58050628,9509,49.78329702,193.0696607,12393,35.10608678,81.79445834,6812,0.655303093,14,3850,1683,3446,499,360,-318,53,0.646833884,22.3,35.7,8.4,9.4,33.0,5
9013,10253,3571,47370,17866,32222,33458,10728,12684,35068,101942,127939,127939,18031,130846,28129,54993,52227,6857,14123,119804,16480,13850,15923,14081,2766,42.42328592,22426,82.56173747,320.1910599,19522,58.22072249,135.6497661,9985,1.086769362,26,6071,2753,3532,871,912,-670,67,0.680793191,21.7,35.6,8.8,9.8,35.9,5
5581,6312,2147,30524,11211,21581,21007,6588,7992,22715,66225,84254,84254,11828,86883,18254,35373,33724,4290,9831,74456,10235,9761,10213,10297,1649,27.93777919,10856,54.37088479,210.8612507,14297,38.34115283,89.33191125,5789,0.715690023,20,3945,2705,5509,1260,294,-620,30,1.49547796,23.9,35.7,8.4,9.3,36.0,4
3292,3737,1291,17783,6824,13439,12688,4368,4796,14023,37696,47536,47536,7198,48763,10628,22416,21369,2295,5520,45834,5578,5207,5480,5066,1047,15.76245961,7023,30.67598428,118.9676504,6315,21.63202983,50.40095109,4076,0.403791404,7,753,691,496,309,198,-254,8,0.650033659,18.3,38.6,8.7,9.6,39.0,6
4930,5794,1978,29627,10099,20505,17868,5819,7219,23238,66204,80695,80695,11671,81224,15203,36428,34831,3400,9585,74249,9508,7967,12632,10014,1597,26.75765058,9779,52.07418696,201.9541936,12588,36.72157201,85.55841359,6658,0.685458333,21,6636,1239,3667,1177,329,128,34,1.458578598,22.9,36.4,7.4,8.2,37.3,5
4202,4561,1689,20476,9475,13918,18429,6285,5818,14867,49558,59916,59916,9594,61481,13036,31426,30383,3472,6945,54012,6256,5210,6396,6283,1043,19.86754312,6828,38.66505962,149.9508949,14260,27.26575015,63.52708233,4392,0.508952494,9,1962,1357,3141,1176,197,-492,33,1.962747847,31.3,31.5,8.5,9.5,30.5,5
2702,3149,1078,15781,5531,9850,10162,3371,3838,12077,38585,47823,47823,6168,48334,9406,22927,21762,1951,5057,45230,7171,4931,8612,5031,1165,15.85762592,7426,30.86119143,119.6859211,8106,21.76263385,50.70524832,2800,0.406229306,12,3820,920,946,539,171,-13,17,1.127072747,26.9,32.6,7.0,7.7,32.7,5
3564,3742,1318,17704,7152,12386,14201,4872,4706,12677,37175,44527,44527,6630,45950,9409,19244,18316,2670,4724,42356,5376,3726,5042,4335,928,14.76470546,6746,28.73421306,111.4370702,7218,20.26273545,47.21060142,3875,0.378231652,0,2410,577,942,463,166,-493,23,1.039818537,21.9,35.5,9.6,10.6,37.7,6
15968,16811,6758,91485,37018,53655,66971,21959,25005,68469,238569,293718,293718,46250,295685,59529,143934,138629,13482,36373,238528,37144,27925,39727,33840,5305,97.39393535,25387,189.5424257,735.0837331,71955,133.6611523,311.4201143,19326,2.494968097,51,19657,7563,34885,11138,1368,268,236,3.792072668,35.2,29.8,6.7,7.4,26.2,2
53850,56970,22451,302227,117349,178600,216391,68390,83461,225957,733627,919719,919719,129113,923995,193051,443446,423872,44272,103167,730860,109669,100740,128597,118422,19574,304.9695723,122204,593.5140858,2301.767259,216636,418.5330874,975.14962,55426,7.812492129,262,27667,18765,128502,34265,6890,925,437,3.725594448,33.7,32.0,7.3,8.1,27.7,1
2635,2771,1010,13670,5985,9451,11100,3789,3540,9902,31238,37300,37300,5811,38233,8814,17078,16244,2111,4382,35253,3656,3108,4088,4370,834,12.36830493,4150,24.0704774,93.35016323,7920,16.97397157,39.54803676,2546,0.316842379,0,2098,519,1019,293,196,-211,20,0.785522788,27.6,33.2,8.4,9.5,32.9,6
3248,3857,1311,20622,6204,13421,11559,3672,5193,17109,40543,50293,50293,7222,51054,10631,19647,18633,2001,6176,42293,5923,5154,7197,6744,1014,16.67665308,7404,32.45513458,125.8675539,6934,22.88664751,53.32411295,4702,0.427210557,13,6186,714,3221,238,3814,-151,13,0.47322689,19.4,43.6,8.0,8.8,37.6,5
3818,4561,1441,20886,7259,13795,13782,4473,5593,14559,42821,53591,53591,8150,53955,13080,22877,21711,2645,6502,51015,6172,5639,6306,6445,1166,17.77023672,6830,34.5834036,134.1214101,6853,24.38745604,56.82088038,4872,0.4552252,8,1433,796,1225,373,161,-186,21,0.69601239,17.8,35.3,8.9,9.9,35.7,5
